source,frame,detect_id,type,score,x,y,w,h,point_00,point_00_x,point_00_y,point_01,point_01_x,point_01_y,point_02,point_02_x,point_02_y,point_03,point_03_x,point_03_y,point_04,point_04_x,point_04_y
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,1,0,FACE_0,0.9992923736572266,110.60234069824219,111.85810852050781,76.23336791992188,93.18734741210938,point_00,141.71617126464844,146.15943908691406,point_01,174.66134643554688,142.76336669921875,point_02,167.38494873046875,165.0579833984375,point_03,147.4496612548828,181.68093872070312,point_04,174.47364807128906,179.33444213867188
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,2,0,FACE_0,0.9992985725402832,110.68854522705078,111.95404052734375,75.88162994384766,92.88848876953125,point_00,141.86231994628906,146.32725524902344,point_01,174.55882263183594,142.59750366210938,point_02,167.59429931640625,165.189453125,point_03,147.53285217285156,181.54873657226562,point_04,174.55767822265625,178.95849609375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,3,0,FACE_0,0.9993298053741455,110.81648254394531,111.69257354736328,75.5435791015625,92.93311309814453,point_00,142.14393615722656,146.24095153808594,point_01,174.48287963867188,142.4885711669922,point_02,167.865478515625,164.9188232421875,point_03,147.90713500976562,181.3285675048828,point_04,174.59266662597656,178.71697998046875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,4,0,FACE_0,0.9993988275527954,110.8297348022461,111.38312530517578,75.81072235107422,92.48824310302734,point_00,141.7006072998047,146.2111358642578,point_01,174.46768188476562,141.8489532470703,point_02,167.9705810546875,164.4910430908203,point_03,149.0861053466797,181.4689178466797,point_04,175.5960693359375,178.29600524902344
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,5,0,FACE_0,0.9994392991065979,111.15032196044922,110.90161895751953,75.55384063720703,92.45316314697266,point_00,142.04440307617188,145.742919921875,point_01,174.70501708984375,141.4603729248047,point_02,168.40496826171875,163.94143676757812,point_03,150.0838623046875,181.51611328125,point_04,175.80618286132812,178.3743896484375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,6,0,FACE_0,0.9994926452636719,111.34255981445312,110.1106185913086,75.6407470703125,92.24434661865234,point_00,141.51889038085938,145.59812927246094,point_01,174.43624877929688,141.3873291015625,point_02,167.54061889648438,163.30555725097656,point_03,150.1207733154297,181.2597198486328,point_04,175.44650268554688,178.12449645996094
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,7,0,FACE_0,0.9995419979095459,110.8623275756836,110.02436828613281,75.39334869384766,92.13368225097656,point_00,141.78932189941406,145.37252807617188,point_01,174.3811798095703,141.35015869140625,point_02,168.10549926757812,162.6646270751953,point_03,149.61886596679688,179.92404174804688,point_04,175.7476043701172,176.97232055664062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,8,0,FACE_0,0.9994352459907532,110.29548645019531,110.47879028320312,75.99482727050781,92.75059509277344,point_00,140.9837646484375,144.6461639404297,point_01,174.12249755859375,141.3203887939453,point_02,166.98423767089844,162.40219116210938,point_03,147.6476287841797,179.4721221923828,point_04,175.126708984375,177.08343505859375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,9,0,FACE_0,0.9994484782218933,110.3371353149414,110.88323974609375,76.09078216552734,93.032958984375,point_00,141.16326904296875,145.3768768310547,point_01,174.1827850341797,141.769775390625,point_02,167.02305603027344,163.91453552246094,point_03,147.1481170654297,180.150390625,point_04,174.81607055664062,177.60894775390625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,10,0,FACE_0,0.999430239200592,110.5159912109375,110.91288757324219,76.20872497558594,92.41273498535156,point_00,141.1453094482422,145.2688446044922,point_01,174.2124786376953,141.75364685058594,point_02,166.78465270996094,163.50579833984375,point_03,147.3433380126953,179.81517028808594,point_04,174.87774658203125,177.3135528564453
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,11,0,FACE_0,0.999480664730072,110.62284851074219,110.37814331054688,76.01809692382812,92.19406127929688,point_00,140.97073364257812,144.70433044433594,point_01,174.08265686035156,141.19200134277344,point_02,166.583984375,162.75088500976562,point_03,147.40040588378906,179.1188201904297,point_04,174.97337341308594,176.59634399414062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,12,0,FACE_0,0.9995836615562439,110.61224365234375,110.00653839111328,76.00994873046875,91.58895111083984,point_00,140.94970703125,144.93072509765625,point_01,174.01783752441406,141.44158935546875,point_02,166.33132934570312,162.7915496826172,point_03,147.19422912597656,178.6206512451172,point_04,174.73695373535156,176.1123046875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,13,0,FACE_0,0.9995960593223572,110.7919921875,110.27314758300781,75.64158630371094,91.02690124511719,point_00,140.80752563476562,145.01243591308594,point_01,173.62777709960938,141.34408569335938,point_02,166.08766174316406,162.512451171875,point_03,147.54598999023438,178.59097290039062,point_04,174.68698120117188,175.91098022460938
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,14,0,FACE_0,0.9996659755706787,110.84603118896484,110.3573226928711,75.40108489990234,90.3230209350586,point_00,140.42657470703125,146.61265563964844,point_01,172.7435302734375,142.4267578125,point_02,165.31082153320312,163.3477783203125,point_03,147.05931091308594,178.28895568847656,point_04,174.31126403808594,175.2158966064453
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,15,0,FACE_0,0.9996464252471924,110.92023468017578,110.25546264648438,75.1867446899414,90.73237609863281,point_00,140.7391357421875,146.5487518310547,point_01,173.1689910888672,142.01719665527344,point_02,166.12005615234375,163.95135498046875,point_03,147.95970153808594,179.28465270996094,point_04,174.66598510742188,175.93870544433594
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,16,0,FACE_0,0.9996219873428345,110.67526245117188,110.29608154296875,75.69841003417969,90.91566467285156,point_00,140.78799438476562,146.14666748046875,point_01,173.566162109375,141.7665557861328,point_02,166.40853881835938,163.9300994873047,point_03,148.25555419921875,179.7825469970703,point_04,174.74197387695312,176.54983520507812
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,17,0,FACE_0,0.9996144771575928,110.84725189208984,110.17781829833984,75.71764373779297,91.00679779052734,point_00,141.0936737060547,146.10191345214844,point_01,173.87728881835938,141.57705688476562,point_02,166.86399841308594,163.93377685546875,point_03,148.5992889404297,179.7561798095703,point_04,175.1484832763672,176.42633056640625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T011_ActionsShorter_Face_2036_2082_Touch-or-rub.mp4,18,0,FACE_0,0.9996457099914551,110.6748275756836,110.07566833496094,75.43053436279297,90.9071044921875,point_00,140.96507263183594,145.9184112548828,point_01,173.67848205566406,141.59585571289062,point_02,166.77566528320312,163.49183654785156,point_03,148.43182373046875,179.4462432861328,point_04,174.9553680419922,176.26510620117188
