source,frame,detect_id,type,score,x,y,w,h,point_00,point_00_x,point_00_y,point_01,point_01_x,point_01_y,point_02,point_02_x,point_02_y,point_03,point_03_x,point_03_y,point_04,point_04_x,point_04_y
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,1,0,FACE_0,0.9996652603149414,90.49219512939453,81.55675506591797,73.5564193725586,89.97699737548828,point_00,124.06356811523438,114.8166732788086,point_01,155.2429962158203,114.00028228759766,point_02,148.2097625732422,130.6253204345703,point_03,128.7222137451172,147.2725372314453,point_04,154.7170867919922,147.0574493408203
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,2,0,FACE_0,0.9996697902679443,90.7481689453125,81.558349609375,73.01266479492188,89.68635559082031,point_00,124.54950714111328,115.08440399169922,point_01,155.28619384765625,114.3629379272461,point_02,148.48910522460938,130.94541931152344,point_03,128.92599487304688,147.06553649902344,point_04,154.64828491210938,146.94076538085938
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,3,0,FACE_0,0.9996757507324219,90.64651489257812,81.28871154785156,72.81460571289062,90.01181030273438,point_00,124.72429656982422,114.75291442871094,point_01,155.0792694091797,114.4713363647461,point_02,148.39378356933594,130.43592834472656,point_03,128.69796752929688,146.7584686279297,point_04,154.07810974121094,146.9899139404297
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,4,0,FACE_0,0.9996366500854492,90.64986419677734,81.24346160888672,73.31453704833984,89.80655670166016,point_00,124.33334350585938,114.30085754394531,point_01,155.27130126953125,113.84552001953125,point_02,148.161376953125,130.1695556640625,point_03,128.62860107421875,146.66586303710938,point_04,154.39788818359375,146.73109436035156
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,5,0,FACE_0,0.9995443224906921,90.4119644165039,80.90373992919922,74.45732879638672,90.4981918334961,point_00,124.14379119873047,113.59147644042969,point_01,156.24472045898438,112.82889556884766,point_02,148.8547821044922,129.78814697265625,point_03,128.2691192626953,146.16549682617188,point_04,155.8394775390625,146.01788330078125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,6,0,FACE_0,0.9996747970581055,90.54624938964844,80.9661865234375,73.80513000488281,90.50466918945312,point_00,123.43878936767578,113.73528289794922,point_01,155.3358154296875,112.90240478515625,point_02,147.8391571044922,129.81700134277344,point_03,127.67137908935547,146.1409912109375,point_04,155.10931396484375,145.9082489013672
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,7,0,FACE_0,0.9996547698974609,90.51500701904297,80.866455078125,73.46520233154297,90.58906555175781,point_00,123.75254821777344,113.6507797241211,point_01,155.34927368164062,113.2056884765625,point_02,147.9788818359375,129.86856079101562,point_03,127.70906066894531,146.14715576171875,point_04,154.72097778320312,146.21800231933594
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,8,0,FACE_0,0.9996246099472046,90.47936248779297,80.9986801147461,73.72943878173828,90.70435333251953,point_00,123.46104431152344,113.64403533935547,point_01,155.29441833496094,113.11443328857422,point_02,147.72415161132812,129.7771453857422,point_03,127.39395904541016,146.10890197753906,point_04,154.8067626953125,146.1085968017578
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,9,0,FACE_0,0.9995965361595154,90.42101287841797,80.76544952392578,73.95519256591797,90.78142547607422,point_00,123.3100814819336,113.5885009765625,point_01,155.3759307861328,112.76296997070312,point_02,147.7390594482422,129.66941833496094,point_03,127.47087097167969,146.11708068847656,point_04,155.0850830078125,145.890380859375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Hard/T007_Conversations_Face_2402_2735_Talk-non-cell.mp4,10,0,FACE_0,0.9995436072349548,90.49586486816406,80.85093688964844,74.27871704101562,90.85130310058594,point_00,123.58892059326172,113.6343002319336,point_01,155.83876037597656,112.52215576171875,point_02,148.24539184570312,130.09703063964844,point_03,127.8083267211914,146.3977508544922,point_04,155.61053466796875,145.97085571289062
