source,frame,detect_id,type,score,x,y,w,h,point_00,point_00_x,point_00_y,point_01,point_01_x,point_01_y,point_02,point_02_x,point_02_y,point_03,point_03_x,point_03_y,point_04,point_04_x,point_04_y
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,1,0,FACE_0,0.999541163444519,99.6883316040039,94.49003601074219,71.15532684326172,88.31938171386719,point_00,127.07270050048828,126.67528533935547,point_01,158.26605224609375,131.28509521484375,point_02,145.13368225097656,145.7995147705078,point_03,124.94061279296875,156.5141143798828,point_04,151.9662628173828,160.40232849121094
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,2,0,FACE_0,0.9994983673095703,100.68630981445312,95.35883331298828,70.54940795898438,87.34809112548828,point_00,128.73129272460938,129.01235961914062,point_01,159.43260192871094,133.16290283203125,point_02,146.9983367919922,148.05445861816406,point_03,126.5516357421875,157.637939453125,point_04,153.16055297851562,161.18435668945312
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,3,0,FACE_0,0.9992127418518066,101.8831558227539,97.36817169189453,68.72943878173828,86.00432586669922,point_00,129.8141632080078,131.94137573242188,point_01,159.1951141357422,134.98892211914062,point_02,147.87779235839844,150.24252319335938,point_03,127.89704895019531,159.2749481201172,point_04,153.57913208007812,161.98883056640625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,4,0,FACE_0,0.9992602467536926,102.0072021484375,97.11166381835938,68.76017761230469,87.01695251464844,point_00,128.79269409179688,132.11309814453125,point_01,158.46209716796875,135.43955993652344,point_02,146.09133911132812,150.96755981445312,point_03,126.63091278076172,160.2895965576172,point_04,152.19281005859375,163.19769287109375
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,5,0,FACE_0,0.999333918094635,102.22857666015625,94.88224792480469,67.76295471191406,88.30848693847656,point_00,130.85305786132812,130.8999481201172,point_01,159.6839599609375,134.615234375,point_02,148.44366455078125,149.11756896972656,point_03,127.39149475097656,159.41799926757812,point_04,152.6338653564453,162.67774963378906
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,6,0,FACE_0,0.9994068145751953,102.13826751708984,94.69146728515625,67.81444549560547,88.93878173828125,point_00,131.8459930419922,129.7969970703125,point_01,160.38548278808594,133.95718383789062,point_02,149.67176818847656,148.66427612304688,point_03,127.54729461669922,158.92384338378906,point_04,152.89056396484375,162.59950256347656
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,7,0,FACE_0,0.9994112253189087,102.26081848144531,94.83464050292969,67.37193298339844,88.48312377929688,point_00,131.73731994628906,130.7112274169922,point_01,160.1996612548828,133.67713928222656,point_02,150.16949462890625,148.90310668945312,point_03,128.3740997314453,159.3202667236328,point_04,153.75880432128906,162.08941650390625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,8,0,FACE_0,0.9994097948074341,102.07029724121094,94.92304229736328,67.07110595703125,87.86719512939453,point_00,131.2904510498047,131.01673889160156,point_01,159.62144470214844,134.31199645996094,point_02,149.13404846191406,149.59396362304688,point_03,127.41817474365234,159.41188049316406,point_04,152.36424255371094,162.43634033203125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,9,0,FACE_0,0.9995180368423462,101.9058837890625,94.53472137451172,67.12005615234375,88.32331085205078,point_00,131.5946502685547,130.68426513671875,point_01,159.68870544433594,133.80630493164062,point_02,149.60580444335938,149.4318084716797,point_03,127.42826080322266,159.04344177246094,point_04,152.43408203125,161.98837280273438
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T008_ActionsShorter_Face_3496_3524_Tiredness.mp4,10,0,FACE_0,0.999596893787384,101.7154769897461,94.45526123046875,67.19640350341797,88.12068176269531,point_00,130.9614715576172,130.2816925048828,point_01,159.4412841796875,133.2234344482422,point_02,149.06446838378906,149.1766815185547,point_03,126.4998779296875,158.22622680664062,point_04,152.4937744140625,161.05430603027344
