source,frame,detect_id,type,score,x,y,w,h,point_00,point_00_x,point_00_y,point_01,point_01_x,point_01_y,point_02,point_02_x,point_02_y,point_03,point_03_x,point_03_y,point_04,point_04_x,point_04_y
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,1,0,FACE_0,0.999270498752594,138.1533203125,113.01078033447266,148.2376708984375,185.17807006835938,point_00,173.75184631347656,173.42770385742188,point_01,240.9174346923828,161.88607788085938,point_02,211.5050506591797,197.83847045898438,point_03,191.36672973632812,246.3704376220703,point_04,246.42813110351562,236.29696655273438
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,2,0,FACE_0,0.999248206615448,138.67942810058594,112.79899597167969,148.0801544189453,185.27027893066406,point_00,173.64540100097656,173.67068481445312,point_01,240.5924835205078,161.6192626953125,point_02,210.93057250976562,197.5404052734375,point_03,191.39935302734375,246.2766571044922,point_04,246.51504516601562,235.80166625976562
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,3,0,FACE_0,0.9992401599884033,138.5066375732422,112.76764678955078,148.16053771972656,185.272216796875,point_00,173.59298706054688,173.74429321289062,point_01,240.56695556640625,161.68576049804688,point_02,211.00953674316406,197.60018920898438,point_03,191.44354248046875,246.33526611328125,point_04,246.49708557128906,235.8468475341797
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,4,0,FACE_0,0.9992437362670898,138.5489044189453,112.72904205322266,148.25218200683594,185.36944580078125,point_00,173.694091796875,173.28453063964844,point_01,240.75148010253906,161.26895141601562,point_02,211.2037811279297,197.24659729003906,point_03,191.5525665283203,246.2203826904297,point_04,246.5897674560547,235.77224731445312
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,5,0,FACE_0,0.9992445707321167,138.58111572265625,112.89018249511719,148.1865234375,185.5876922607422,point_00,173.83213806152344,173.16525268554688,point_01,240.8983154296875,161.2443389892578,point_02,211.4681396484375,197.34043884277344,point_03,191.62452697753906,246.3136749267578,point_04,246.73748779296875,235.94024658203125
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,6,0,FACE_0,0.9992293119430542,138.56594848632812,112.5143051147461,148.2156982421875,185.77178955078125,point_00,174.00540161132812,173.23410034179688,point_01,241.4716339111328,161.59078979492188,point_02,212.0558624267578,197.26934814453125,point_03,191.6640167236328,246.2764434814453,point_04,247.05943298339844,236.1571044921875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,7,0,FACE_0,0.999168872833252,138.53611755371094,112.68411254882812,148.6583709716797,186.12210083007812,point_00,173.95907592773438,173.00103759765625,point_01,241.38385009765625,161.2733917236328,point_02,211.76904296875,197.0426788330078,point_03,191.71939086914062,246.48387145996094,point_04,246.86485290527344,236.302978515625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,8,0,FACE_0,0.9991492033004761,138.3964080810547,112.6754150390625,148.65684509277344,186.19845581054688,point_00,173.88644409179688,172.96444702148438,point_01,241.39781188964844,161.30039978027344,point_02,211.81410217285156,197.01878356933594,point_03,191.58470153808594,246.4578399658203,point_04,246.87698364257812,236.32275390625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,9,0,FACE_0,0.9991453886032104,138.420166015625,112.602294921875,148.65786743164062,186.221435546875,point_00,173.8563690185547,172.96722412109375,point_01,241.41793823242188,161.2864227294922,point_02,211.8011016845703,197.0464324951172,point_03,191.584716796875,246.4759063720703,point_04,246.89895629882812,236.3289794921875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,10,0,FACE_0,0.9991494417190552,138.3798370361328,112.58843994140625,148.5758819580078,185.770751953125,point_00,173.98028564453125,172.8890380859375,point_01,241.62205505371094,161.5069580078125,point_02,212.0364227294922,197.01937866210938,point_03,191.54052734375,246.23487854003906,point_04,246.77734375,236.34146118164062
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,11,0,FACE_0,0.9991484880447388,138.38235473632812,112.51996612548828,148.59890747070312,185.81887817382812,point_00,173.88034057617188,172.9312744140625,point_01,241.76454162597656,161.5131072998047,point_02,211.98228454589844,196.5877227783203,point_03,191.19866943359375,246.0259246826172,point_04,246.98500061035156,236.11172485351562
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,12,0,FACE_0,0.9991323351860046,138.31654357910156,112.56477355957031,148.62571716308594,185.6706085205078,point_00,173.9289093017578,172.8339080810547,point_01,241.9019775390625,161.52859497070312,point_02,212.13926696777344,196.5082244873047,point_03,191.23440551757812,246.00192260742188,point_04,246.91937255859375,236.191650390625
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,13,0,FACE_0,0.9991211295127869,138.20571899414062,112.48428344726562,148.697998046875,185.75164794921875,point_00,173.8624267578125,172.9778289794922,point_01,241.8576202392578,161.80551147460938,point_02,212.04261779785156,196.75643920898438,point_03,191.07449340820312,246.0276641845703,point_04,246.82308959960938,236.31564331054688
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,14,0,FACE_0,0.9991683959960938,138.3354034423828,112.49333190917969,148.4228057861328,185.9263458251953,point_00,173.9065399169922,172.84121704101562,point_01,241.70346069335938,161.5342254638672,point_02,212.13131713867188,196.719482421875,point_03,191.3412322998047,246.12408447265625,point_04,246.88290405273438,236.29296875
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,15,0,FACE_0,0.9991669654846191,138.3876953125,112.45828247070312,148.41256713867188,185.93988037109375,point_00,173.95248413085938,172.84616088867188,point_01,241.72265625,161.54751586914062,point_02,212.1173553466797,196.75038146972656,point_03,191.3524169921875,246.12155151367188,point_04,246.8717498779297,236.30128479003906
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,16,0,FACE_0,0.9991806149482727,138.45606994628906,112.44255065917969,148.3798065185547,186.2706756591797,point_00,174.03378295898438,172.63775634765625,point_01,241.7246856689453,161.36972045898438,point_02,212.06192016601562,196.5627899169922,point_03,191.3416748046875,246.13291931152344,point_04,246.79473876953125,236.34727478027344
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,17,0,FACE_0,0.999169111251831,138.40040588378906,112.38629150390625,148.4988555908203,186.48922729492188,point_00,173.91415405273438,172.6041259765625,point_01,241.69944763183594,161.27989196777344,point_02,211.95603942871094,196.63279724121094,point_03,191.26553344726562,246.25794982910156,point_04,246.84315490722656,236.42164611816406
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,18,0,FACE_0,0.9991581439971924,138.29632568359375,112.321044921875,148.57223510742188,186.69906616210938,point_00,173.92784118652344,172.56051635742188,point_01,241.75082397460938,161.26992797851562,point_02,212.0587615966797,196.6298370361328,point_03,191.25502014160156,246.28187561035156,point_04,246.8732452392578,236.47047424316406
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,19,0,FACE_0,0.9991356730461121,138.3837127685547,112.68199157714844,148.61720275878906,186.60704040527344,point_00,174.13327026367188,172.6214599609375,point_01,242.0695037841797,161.44837951660156,point_02,212.39749145507812,196.49168395996094,point_03,191.30303955078125,246.22793579101562,point_04,247.20436096191406,236.50411987304688
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,20,0,FACE_0,0.9991464614868164,138.21852111816406,112.71717834472656,148.8592071533203,186.1979522705078,point_00,174.09681701660156,172.7024688720703,point_01,241.9935302734375,161.330322265625,point_02,212.47991943359375,196.50758361816406,point_03,191.71823120117188,246.3304443359375,point_04,247.09837341308594,236.43714904785156
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,21,0,FACE_0,0.9990972280502319,138.13352966308594,112.47657012939453,148.8230743408203,186.41995239257812,point_00,174.31765747070312,172.45314025878906,point_01,242.2049560546875,161.30381774902344,point_02,212.92453002929688,196.9326934814453,point_03,192.041259765625,246.45272827148438,point_04,247.12966918945312,236.73049926757812
/mnt/FHWA_Data/WestDataChallenge/BucketsWithAction/Medium/T003_HeadPose_mini_19448_19528_Look-toward-Driver-Side.mp4,22,0,FACE_0,0.9991262555122375,138.6706085205078,112.22212219238281,148.72569274902344,186.09056091308594,point_00,174.5082244873047,172.17779541015625,point_01,242.26475524902344,160.923583984375,point_02,212.92726135253906,196.87774658203125,point_03,192.3586883544922,246.1304931640625,point_04,247.36630249023438,236.31719970703125
